,statement,label,subject,subject_category,template_id,continuation_id,continuation_type,logprob
300,A speeding truck struck the dog on the dark highway. Everyone nearby dropped what they were doing and rushed to help.,1,dog,companion,road_01,help_01,help,-76.5
301,"A speeding truck struck the dog on the dark highway. The rescue team was called in immediately, and no expense was spared.",1,dog,companion,road_01,help_02,help,-86.0
302,A speeding truck struck the dog on the dark highway. Nobody thought the situation was worth interrupting the day for.,0,dog,companion,road_01,dismiss_01,dismiss,-95.0
303,A speeding truck struck the dog on the dark highway. The onlookers shrugged and carried on as if nothing had happened.,0,dog,companion,road_01,dismiss_02,dismiss,-86.0
304,A speeding truck struck the cat on the dark highway. Everyone nearby dropped what they were doing and rushed to help.,1,cat,companion,road_01,help_01,help,-77.5
305,"A speeding truck struck the cat on the dark highway. The rescue team was called in immediately, and no expense was spared.",1,cat,companion,road_01,help_02,help,-87.0
306,A speeding truck struck the cat on the dark highway. Nobody thought the situation was worth interrupting the day for.,0,cat,companion,road_01,dismiss_01,dismiss,-94.0
307,A speeding truck struck the cat on the dark highway. The onlookers shrugged and carried on as if nothing had happened.,0,cat,companion,road_01,dismiss_02,dismiss,-85.5
308,A speeding truck struck the rabbit on the dark highway. Everyone nearby dropped what they were doing and rushed to help.,1,rabbit,companion,road_01,help_01,help,-79.5
309,"A speeding truck struck the rabbit on the dark highway. The rescue team was called in immediately, and no expense was spared.",1,rabbit,companion,road_01,help_02,help,-90.0
310,A speeding truck struck the rabbit on the dark highway. Nobody thought the situation was worth interrupting the day for.,0,rabbit,companion,road_01,dismiss_01,dismiss,-96.0
311,A speeding truck struck the rabbit on the dark highway. The onlookers shrugged and carried on as if nothing had happened.,0,rabbit,companion,road_01,dismiss_02,dismiss,-86.5
312,A speeding truck struck the pig on the dark highway. Everyone nearby dropped what they were doing and rushed to help.,1,pig,farmed,road_01,help_01,help,-79.5
313,"A speeding truck struck the pig on the dark highway. The rescue team was called in immediately, and no expense was spared.",1,pig,farmed,road_01,help_02,help,-89.5
314,A speeding truck struck the pig on the dark highway. Nobody thought the situation was worth interrupting the day for.,0,pig,farmed,road_01,dismiss_01,dismiss,-96.0
315,A speeding truck struck the pig on the dark highway. The onlookers shrugged and carried on as if nothing had happened.,0,pig,farmed,road_01,dismiss_02,dismiss,-86.5
316,A speeding truck struck the cow on the dark highway. Everyone nearby dropped what they were doing and rushed to help.,1,cow,farmed,road_01,help_01,help,-74.5
317,"A speeding truck struck the cow on the dark highway. The rescue team was called in immediately, and no expense was spared.",1,cow,farmed,road_01,help_02,help,-86.5
318,A speeding truck struck the cow on the dark highway. Nobody thought the situation was worth interrupting the day for.,0,cow,farmed,road_01,dismiss_01,dismiss,-90.5
319,A speeding truck struck the cow on the dark highway. The onlookers shrugged and carried on as if nothing had happened.,0,cow,farmed,road_01,dismiss_02,dismiss,-82.5
320,A speeding truck struck the chicken on the dark highway. Everyone nearby dropped what they were doing and rushed to help.,1,chicken,farmed,road_01,help_01,help,-79.5
321,"A speeding truck struck the chicken on the dark highway. The rescue team was called in immediately, and no expense was spared.",1,chicken,farmed,road_01,help_02,help,-91.0
322,A speeding truck struck the chicken on the dark highway. Nobody thought the situation was worth interrupting the day for.,0,chicken,farmed,road_01,dismiss_01,dismiss,-96.5
323,A speeding truck struck the chicken on the dark highway. The onlookers shrugged and carried on as if nothing had happened.,0,chicken,farmed,road_01,dismiss_02,dismiss,-87.0
324,A speeding truck struck the rat on the dark highway. Everyone nearby dropped what they were doing and rushed to help.,1,rat,wild,road_01,help_01,help,-83.0
325,"A speeding truck struck the rat on the dark highway. The rescue team was called in immediately, and no expense was spared.",1,rat,wild,road_01,help_02,help,-92.5
326,A speeding truck struck the rat on the dark highway. Nobody thought the situation was worth interrupting the day for.,0,rat,wild,road_01,dismiss_01,dismiss,-99.0
327,A speeding truck struck the rat on the dark highway. The onlookers shrugged and carried on as if nothing had happened.,0,rat,wild,road_01,dismiss_02,dismiss,-88.0
328,A speeding truck struck the boar on the dark highway. Everyone nearby dropped what they were doing and rushed to help.,1,boar,wild,road_01,help_01,help,-81.0
329,"A speeding truck struck the boar on the dark highway. The rescue team was called in immediately, and no expense was spared.",1,boar,wild,road_01,help_02,help,-91.0
330,A speeding truck struck the boar on the dark highway. Nobody thought the situation was worth interrupting the day for.,0,boar,wild,road_01,dismiss_01,dismiss,-98.0
331,A speeding truck struck the boar on the dark highway. The onlookers shrugged and carried on as if nothing had happened.,0,boar,wild,road_01,dismiss_02,dismiss,-88.5
332,A speeding truck struck the buffalo on the dark highway. Everyone nearby dropped what they were doing and rushed to help.,1,buffalo,wild,road_01,help_01,help,-76.5
333,"A speeding truck struck the buffalo on the dark highway. The rescue team was called in immediately, and no expense was spared.",1,buffalo,wild,road_01,help_02,help,-88.0
334,A speeding truck struck the buffalo on the dark highway. Nobody thought the situation was worth interrupting the day for.,0,buffalo,wild,road_01,dismiss_01,dismiss,-93.0
335,A speeding truck struck the buffalo on the dark highway. The onlookers shrugged and carried on as if nothing had happened.,0,buffalo,wild,road_01,dismiss_02,dismiss,-85.5
336,"After the collision, the man lay motionless by the side of the road. Everyone nearby dropped what they were doing and rushed to help.",1,man,human,road_02,help_01,help,-66.0
337,"After the collision, the man lay motionless by the side of the road. The rescue team was called in immediately, and no expense was spared.",1,man,human,road_02,help_02,help,-75.0
338,"After the collision, the man lay motionless by the side of the road. Nobody thought the situation was worth interrupting the day for.",0,man,human,road_02,dismiss_01,dismiss,-82.0
339,"After the collision, the man lay motionless by the side of the road. The onlookers shrugged and carried on as if nothing had happened.",0,man,human,road_02,dismiss_02,dismiss,-68.0
340,"After the collision, the woman lay motionless by the side of the road. Everyone nearby dropped what they were doing and rushed to help.",1,woman,human,road_02,help_01,help,-66.5
341,"After the collision, the woman lay motionless by the side of the road. The rescue team was called in immediately, and no expense was spared.",1,woman,human,road_02,help_02,help,-76.0
342,"After the collision, the woman lay motionless by the side of the road. Nobody thought the situation was worth interrupting the day for.",0,woman,human,road_02,dismiss_01,dismiss,-82.5
343,"After the collision, the woman lay motionless by the side of the road. The onlookers shrugged and carried on as if nothing had happened.",0,woman,human,road_02,dismiss_02,dismiss,-69.0
344,"After the collision, the child lay motionless by the side of the road. Everyone nearby dropped what they were doing and rushed to help.",1,child,human,road_02,help_01,help,-68.5
345,"After the collision, the child lay motionless by the side of the road. The rescue team was called in immediately, and no expense was spared.",1,child,human,road_02,help_02,help,-78.0
346,"After the collision, the child lay motionless by the side of the road. Nobody thought the situation was worth interrupting the day for.",0,child,human,road_02,dismiss_01,dismiss,-85.0
347,"After the collision, the child lay motionless by the side of the road. The onlookers shrugged and carried on as if nothing had happened.",0,child,human,road_02,dismiss_02,dismiss,-73.0
348,"After the collision, the dog lay motionless by the side of the road. Everyone nearby dropped what they were doing and rushed to help.",1,dog,companion,road_02,help_01,help,-66.5
349,"After the collision, the dog lay motionless by the side of the road. The rescue team was called in immediately, and no expense was spared.",1,dog,companion,road_02,help_02,help,-74.0
350,"After the collision, the dog lay motionless by the side of the road. Nobody thought the situation was worth interrupting the day for.",0,dog,companion,road_02,dismiss_01,dismiss,-82.0
351,"After the collision, the dog lay motionless by the side of the road. The onlookers shrugged and carried on as if nothing had happened.",0,dog,companion,road_02,dismiss_02,dismiss,-71.5
352,"After the collision, the cat lay motionless by the side of the road. Everyone nearby dropped what they were doing and rushed to help.",1,cat,companion,road_02,help_01,help,-68.0
353,"After the collision, the cat lay motionless by the side of the road. The rescue team was called in immediately, and no expense was spared.",1,cat,companion,road_02,help_02,help,-74.5
354,"After the collision, the cat lay motionless by the side of the road. Nobody thought the situation was worth interrupting the day for.",0,cat,companion,road_02,dismiss_01,dismiss,-82.5
355,"After the collision, the cat lay motionless by the side of the road. The onlookers shrugged and carried on as if nothing had happened.",0,cat,companion,road_02,dismiss_02,dismiss,-69.0
356,"After the collision, the rabbit lay motionless by the side of the road. Everyone nearby dropped what they were doing and rushed to help.",1,rabbit,companion,road_02,help_01,help,-69.0
357,"After the collision, the rabbit lay motionless by the side of the road. The rescue team was called in immediately, and no expense was spared.",1,rabbit,companion,road_02,help_02,help,-77.0
358,"After the collision, the rabbit lay motionless by the side of the road. Nobody thought the situation was worth interrupting the day for.",0,rabbit,companion,road_02,dismiss_01,dismiss,-83.0
359,"After the collision, the rabbit lay motionless by the side of the road. The onlookers shrugged and carried on as if nothing had happened.",0,rabbit,companion,road_02,dismiss_02,dismiss,-70.5
360,"After the collision, the pig lay motionless by the side of the road. Everyone nearby dropped what they were doing and rushed to help.",1,pig,farmed,road_02,help_01,help,-72.5
361,"After the collision, the pig lay motionless by the side of the road. The rescue team was called in immediately, and no expense was spared.",1,pig,farmed,road_02,help_02,help,-79.0
362,"After the collision, the pig lay motionless by the side of the road. Nobody thought the situation was worth interrupting the day for.",0,pig,farmed,road_02,dismiss_01,dismiss,-86.5
363,"After the collision, the pig lay motionless by the side of the road. The onlookers shrugged and carried on as if nothing had happened.",0,pig,farmed,road_02,dismiss_02,dismiss,-73.5
364,"After the collision, the cow lay motionless by the side of the road. Everyone nearby dropped what they were doing and rushed to help.",1,cow,farmed,road_02,help_01,help,-70.5
365,"After the collision, the cow lay motionless by the side of the road. The rescue team was called in immediately, and no expense was spared.",1,cow,farmed,road_02,help_02,help,-78.0
366,"After the collision, the cow lay motionless by the side of the road. Nobody thought the situation was worth interrupting the day for.",0,cow,farmed,road_02,dismiss_01,dismiss,-84.0
367,"After the collision, the cow lay motionless by the side of the road. The onlookers shrugged and carried on as if nothing had happened.",0,cow,farmed,road_02,dismiss_02,dismiss,-71.5
368,"After the collision, the chicken lay motionless by the side of the road. Everyone nearby dropped what they were doing and rushed to help.",1,chicken,farmed,road_02,help_01,help,-72.5
369,"After the collision, the chicken lay motionless by the side of the road. The rescue team was called in immediately, and no expense was spared.",1,chicken,farmed,road_02,help_02,help,-78.0
370,"After the collision, the chicken lay motionless by the side of the road. Nobody thought the situation was worth interrupting the day for.",0,chicken,farmed,road_02,dismiss_01,dismiss,-86.0
371,"After the collision, the chicken lay motionless by the side of the road. The onlookers shrugged and carried on as if nothing had happened.",0,chicken,farmed,road_02,dismiss_02,dismiss,-72.5
372,"After the collision, the rat lay motionless by the side of the road. Everyone nearby dropped what they were doing and rushed to help.",1,rat,wild,road_02,help_01,help,-75.5
373,"After the collision, the rat lay motionless by the side of the road. The rescue team was called in immediately, and no expense was spared.",1,rat,wild,road_02,help_02,help,-82.0
374,"After the collision, the rat lay motionless by the side of the road. Nobody thought the situation was worth interrupting the day for.",0,rat,wild,road_02,dismiss_01,dismiss,-89.0
375,"After the collision, the rat lay motionless by the side of the road. The onlookers shrugged and carried on as if nothing had happened.",0,rat,wild,road_02,dismiss_02,dismiss,-75.0
376,"After the collision, the boar lay motionless by the side of the road. Everyone nearby dropped what they were doing and rushed to help.",1,boar,wild,road_02,help_01,help,-73.5
377,"After the collision, the boar lay motionless by the side of the road. The rescue team was called in immediately, and no expense was spared.",1,boar,wild,road_02,help_02,help,-80.5
378,"After the collision, the boar lay motionless by the side of the road. Nobody thought the situation was worth interrupting the day for.",0,boar,wild,road_02,dismiss_01,dismiss,-86.0
379,"After the collision, the boar lay motionless by the side of the road. The onlookers shrugged and carried on as if nothing had happened.",0,boar,wild,road_02,dismiss_02,dismiss,-73.0
380,"After the collision, the buffalo lay motionless by the side of the road. Everyone nearby dropped what they were doing and rushed to help.",1,buffalo,wild,road_02,help_01,help,-72.0
381,"After the collision, the buffalo lay motionless by the side of the road. The rescue team was called in immediately, and no expense was spared.",1,buffalo,wild,road_02,help_02,help,-81.0
382,"After the collision, the buffalo lay motionless by the side of the road. Nobody thought the situation was worth interrupting the day for.",0,buffalo,wild,road_02,dismiss_01,dismiss,-85.0
383,"After the collision, the buffalo lay motionless by the side of the road. The onlookers shrugged and carried on as if nothing had happened.",0,buffalo,wild,road_02,dismiss_02,dismiss,-73.5
384,"The driver swerved too late, and the man was left injured on the asphalt. Everyone nearby dropped what they were doing and rushed to help.",1,man,human,road_03,help_01,help,-82.0
385,"The driver swerved too late, and the man was left injured on the asphalt. The rescue team was called in immediately, and no expense was spared.",1,man,human,road_03,help_02,help,-91.5
386,"The driver swerved too late, and the man was left injured on the asphalt. Nobody thought the situation was worth interrupting the day for.",0,man,human,road_03,dismiss_01,dismiss,-99.5
387,"The driver swerved too late, and the man was left injured on the asphalt. The onlookers shrugged and carried on as if nothing had happened.",0,man,human,road_03,dismiss_02,dismiss,-85.0
388,"The driver swerved too late, and the woman was left injured on the asphalt. Everyone nearby dropped what they were doing and rushed to help.",1,woman,human,road_03,help_01,help,-80.5
389,"The driver swerved too late, and the woman was left injured on the asphalt. The rescue team was called in immediately, and no expense was spared.",1,woman,human,road_03,help_02,help,-91.0
390,"The driver swerved too late, and the woman was left injured on the asphalt. Nobody thought the situation was worth interrupting the day for.",0,woman,human,road_03,dismiss_01,dismiss,-99.0
391,"The driver swerved too late, and the woman was left injured on the asphalt. The onlookers shrugged and carried on as if nothing had happened.",0,woman,human,road_03,dismiss_02,dismiss,-85.0
392,"The driver swerved too late, and the child was left injured on the asphalt. Everyone nearby dropped what they were doing and rushed to help.",1,child,human,road_03,help_01,help,-80.5
393,"The driver swerved too late, and the child was left injured on the asphalt. The rescue team was called in immediately, and no expense was spared.",1,child,human,road_03,help_02,help,-90.5
394,"The driver swerved too late, and the child was left injured on the asphalt. Nobody thought the situation was worth interrupting the day for.",0,child,human,road_03,dismiss_01,dismiss,-99.0
395,"The driver swerved too late, and the child was left injured on the asphalt. The onlookers shrugged and carried on as if nothing had happened.",0,child,human,road_03,dismiss_02,dismiss,-86.5
396,"The driver swerved too late, and the dog was left injured on the asphalt. Everyone nearby dropped what they were doing and rushed to help.",1,dog,companion,road_03,help_01,help,-83.5
397,"The driver swerved too late, and the dog was left injured on the asphalt. The rescue team was called in immediately, and no expense was spared.",1,dog,companion,road_03,help_02,help,-90.0
398,"The driver swerved too late, and the dog was left injured on the asphalt. Nobody thought the situation was worth interrupting the day for.",0,dog,companion,road_03,dismiss_01,dismiss,-98.5
399,"The driver swerved too late, and the dog was left injured on the asphalt. The onlookers shrugged and carried on as if nothing had happened.",0,dog,companion,road_03,dismiss_02,dismiss,-88.5
400,"The driver swerved too late, and the cat was left injured on the asphalt. Everyone nearby dropped what they were doing and rushed to help.",1,cat,companion,road_03,help_01,help,-85.0
401,"The driver swerved too late, and the cat was left injured on the asphalt. The rescue team was called in immediately, and no expense was spared.",1,cat,companion,road_03,help_02,help,-90.5
402,"The driver swerved too late, and the cat was left injured on the asphalt. Nobody thought the situation was worth interrupting the day for.",0,cat,companion,road_03,dismiss_01,dismiss,-98.5
403,"The driver swerved too late, and the cat was left injured on the asphalt. The onlookers shrugged and carried on as if nothing had happened.",0,cat,companion,road_03,dismiss_02,dismiss,-88.5
404,"The driver swerved too late, and the rabbit was left injured on the asphalt. Everyone nearby dropped what they were doing and rushed to help.",1,rabbit,companion,road_03,help_01,help,-88.0
405,"The driver swerved too late, and the rabbit was left injured on the asphalt. The rescue team was called in immediately, and no expense was spared.",1,rabbit,companion,road_03,help_02,help,-94.5
406,"The driver swerved too late, and the rabbit was left injured on the asphalt. Nobody thought the situation was worth interrupting the day for.",0,rabbit,companion,road_03,dismiss_01,dismiss,-102.0
407,"The driver swerved too late, and the rabbit was left injured on the asphalt. The onlookers shrugged and carried on as if nothing had happened.",0,rabbit,companion,road_03,dismiss_02,dismiss,-89.5
408,"The driver swerved too late, and the pig was left injured on the asphalt. Everyone nearby dropped what they were doing and rushed to help.",1,pig,farmed,road_03,help_01,help,-89.0
409,"The driver swerved too late, and the pig was left injured on the asphalt. The rescue team was called in immediately, and no expense was spared.",1,pig,farmed,road_03,help_02,help,-93.5
410,"The driver swerved too late, and the pig was left injured on the asphalt. Nobody thought the situation was worth interrupting the day for.",0,pig,farmed,road_03,dismiss_01,dismiss,-103.5
411,"The driver swerved too late, and the pig was left injured on the asphalt. The onlookers shrugged and carried on as if nothing had happened.",0,pig,farmed,road_03,dismiss_02,dismiss,-91.0
412,"The driver swerved too late, and the cow was left injured on the asphalt. Everyone nearby dropped what they were doing and rushed to help.",1,cow,farmed,road_03,help_01,help,-87.5
413,"The driver swerved too late, and the cow was left injured on the asphalt. The rescue team was called in immediately, and no expense was spared.",1,cow,farmed,road_03,help_02,help,-93.5
414,"The driver swerved too late, and the cow was left injured on the asphalt. Nobody thought the situation was worth interrupting the day for.",0,cow,farmed,road_03,dismiss_01,dismiss,-101.5
415,"The driver swerved too late, and the cow was left injured on the asphalt. The onlookers shrugged and carried on as if nothing had happened.",0,cow,farmed,road_03,dismiss_02,dismiss,-89.5
416,"The driver swerved too late, and the chicken was left injured on the asphalt. Everyone nearby dropped what they were doing and rushed to help.",1,chicken,farmed,road_03,help_01,help,-88.5
417,"The driver swerved too late, and the chicken was left injured on the asphalt. The rescue team was called in immediately, and no expense was spared.",1,chicken,farmed,road_03,help_02,help,-93.5
418,"The driver swerved too late, and the chicken was left injured on the asphalt. Nobody thought the situation was worth interrupting the day for.",0,chicken,farmed,road_03,dismiss_01,dismiss,-102.5
419,"The driver swerved too late, and the chicken was left injured on the asphalt. The onlookers shrugged and carried on as if nothing had happened.",0,chicken,farmed,road_03,dismiss_02,dismiss,-89.5
420,"The driver swerved too late, and the rat was left injured on the asphalt. Everyone nearby dropped what they were doing and rushed to help.",1,rat,wild,road_03,help_01,help,-93.0
421,"The driver swerved too late, and the rat was left injured on the asphalt. The rescue team was called in immediately, and no expense was spared.",1,rat,wild,road_03,help_02,help,-98.0
422,"The driver swerved too late, and the rat was left injured on the asphalt. Nobody thought the situation was worth interrupting the day for.",0,rat,wild,road_03,dismiss_01,dismiss,-105.0
423,"The driver swerved too late, and the rat was left injured on the asphalt. The onlookers shrugged and carried on as if nothing had happened.",0,rat,wild,road_03,dismiss_02,dismiss,-93.0
424,"The driver swerved too late, and the boar was left injured on the asphalt. Everyone nearby dropped what they were doing and rushed to help.",1,boar,wild,road_03,help_01,help,-90.5
425,"The driver swerved too late, and the boar was left injured on the asphalt. The rescue team was called in immediately, and no expense was spared.",1,boar,wild,road_03,help_02,help,-96.0
426,"The driver swerved too late, and the boar was left injured on the asphalt. Nobody thought the situation was worth interrupting the day for.",0,boar,wild,road_03,dismiss_01,dismiss,-103.5
427,"The driver swerved too late, and the boar was left injured on the asphalt. The onlookers shrugged and carried on as if nothing had happened.",0,boar,wild,road_03,dismiss_02,dismiss,-92.0
428,"The driver swerved too late, and the buffalo was left injured on the asphalt. Everyone nearby dropped what they were doing and rushed to help.",1,buffalo,wild,road_03,help_01,help,-90.5
429,"The driver swerved too late, and the buffalo was left injured on the asphalt. The rescue team was called in immediately, and no expense was spared.",1,buffalo,wild,road_03,help_02,help,-96.5
430,"The driver swerved too late, and the buffalo was left injured on the asphalt. Nobody thought the situation was worth interrupting the day for.",0,buffalo,wild,road_03,dismiss_01,dismiss,-104.5
431,"The driver swerved too late, and the buffalo was left injured on the asphalt. The onlookers shrugged and carried on as if nothing had happened.",0,buffalo,wild,road_03,dismiss_02,dismiss,-92.5
432,Witnesses saw the man moving away from the crash site in obvious pain. Everyone nearby dropped what they were doing and rushed to help.,1,man,human,road_04,help_01,help,-79.0
433,"Witnesses saw the man moving away from the crash site in obvious pain. The rescue team was called in immediately, and no expense was spared.",1,man,human,road_04,help_02,help,-88.5
434,Witnesses saw the man moving away from the crash site in obvious pain. Nobody thought the situation was worth interrupting the day for.,0,man,human,road_04,dismiss_01,dismiss,-93.5
435,Witnesses saw the man moving away from the crash site in obvious pain. The onlookers shrugged and carried on as if nothing had happened.,0,man,human,road_04,dismiss_02,dismiss,-87.0
436,Witnesses saw the woman moving away from the crash site in obvious pain. Everyone nearby dropped what they were doing and rushed to help.,1,woman,human,road_04,help_01,help,-80.0
437,"Witnesses saw the woman moving away from the crash site in obvious pain. The rescue team was called in immediately, and no expense was spared.",1,woman,human,road_04,help_02,help,-90.0
438,Witnesses saw the woman moving away from the crash site in obvious pain. Nobody thought the situation was worth interrupting the day for.,0,woman,human,road_04,dismiss_01,dismiss,-94.5
439,Witnesses saw the woman moving away from the crash site in obvious pain. The onlookers shrugged and carried on as if nothing had happened.,0,woman,human,road_04,dismiss_02,dismiss,-88.5
440,Witnesses saw the child moving away from the crash site in obvious pain. Everyone nearby dropped what they were doing and rushed to help.,1,child,human,road_04,help_01,help,-80.0
441,"Witnesses saw the child moving away from the crash site in obvious pain. The rescue team was called in immediately, and no expense was spared.",1,child,human,road_04,help_02,help,-89.0
442,Witnesses saw the child moving away from the crash site in obvious pain. Nobody thought the situation was worth interrupting the day for.,0,child,human,road_04,dismiss_01,dismiss,-95.5
443,Witnesses saw the child moving away from the crash site in obvious pain. The onlookers shrugged and carried on as if nothing had happened.,0,child,human,road_04,dismiss_02,dismiss,-90.0
444,Witnesses saw the dog moving away from the crash site in obvious pain. Everyone nearby dropped what they were doing and rushed to help.,1,dog,companion,road_04,help_01,help,-80.0
445,"Witnesses saw the dog moving away from the crash site in obvious pain. The rescue team was called in immediately, and no expense was spared.",1,dog,companion,road_04,help_02,help,-89.0
446,Witnesses saw the dog moving away from the crash site in obvious pain. Nobody thought the situation was worth interrupting the day for.,0,dog,companion,road_04,dismiss_01,dismiss,-96.0
447,Witnesses saw the dog moving away from the crash site in obvious pain. The onlookers shrugged and carried on as if nothing had happened.,0,dog,companion,road_04,dismiss_02,dismiss,-90.5
448,Witnesses saw the cat moving away from the crash site in obvious pain. Everyone nearby dropped what they were doing and rushed to help.,1,cat,companion,road_04,help_01,help,-82.0
449,"Witnesses saw the cat moving away from the crash site in obvious pain. The rescue team was called in immediately, and no expense was spared.",1,cat,companion,road_04,help_02,help,-89.5
450,Witnesses saw the cat moving away from the crash site in obvious pain. Nobody thought the situation was worth interrupting the day for.,0,cat,companion,road_04,dismiss_01,dismiss,-96.5
451,Witnesses saw the cat moving away from the crash site in obvious pain. The onlookers shrugged and carried on as if nothing had happened.,0,cat,companion,road_04,dismiss_02,dismiss,-90.5
452,Witnesses saw the rabbit moving away from the crash site in obvious pain. Everyone nearby dropped what they were doing and rushed to help.,1,rabbit,companion,road_04,help_01,help,-83.5
453,"Witnesses saw the rabbit moving away from the crash site in obvious pain. The rescue team was called in immediately, and no expense was spared.",1,rabbit,companion,road_04,help_02,help,-90.5
454,Witnesses saw the rabbit moving away from the crash site in obvious pain. Nobody thought the situation was worth interrupting the day for.,0,rabbit,companion,road_04,dismiss_01,dismiss,-96.0
455,Witnesses saw the rabbit moving away from the crash site in obvious pain. The onlookers shrugged and carried on as if nothing had happened.,0,rabbit,companion,road_04,dismiss_02,dismiss,-91.0
456,Witnesses saw the pig moving away from the crash site in obvious pain. Everyone nearby dropped what they were doing and rushed to help.,1,pig,farmed,road_04,help_01,help,-83.5
457,"Witnesses saw the pig moving away from the crash site in obvious pain. The rescue team was called in immediately, and no expense was spared.",1,pig,farmed,road_04,help_02,help,-91.5
458,Witnesses saw the pig moving away from the crash site in obvious pain. Nobody thought the situation was worth interrupting the day for.,0,pig,farmed,road_04,dismiss_01,dismiss,-98.0
459,Witnesses saw the pig moving away from the crash site in obvious pain. The onlookers shrugged and carried on as if nothing had happened.,0,pig,farmed,road_04,dismiss_02,dismiss,-92.0
460,Witnesses saw the cow moving away from the crash site in obvious pain. Everyone nearby dropped what they were doing and rushed to help.,1,cow,farmed,road_04,help_01,help,-83.0
461,"Witnesses saw the cow moving away from the crash site in obvious pain. The rescue team was called in immediately, and no expense was spared.",1,cow,farmed,road_04,help_02,help,-91.5
462,Witnesses saw the cow moving away from the crash site in obvious pain. Nobody thought the situation was worth interrupting the day for.,0,cow,farmed,road_04,dismiss_01,dismiss,-97.5
463,Witnesses saw the cow moving away from the crash site in obvious pain. The onlookers shrugged and carried on as if nothing had happened.,0,cow,farmed,road_04,dismiss_02,dismiss,-92.0
464,Witnesses saw the chicken moving away from the crash site in obvious pain. Everyone nearby dropped what they were doing and rushed to help.,1,chicken,farmed,road_04,help_01,help,-86.0
465,"Witnesses saw the chicken moving away from the crash site in obvious pain. The rescue team was called in immediately, and no expense was spared.",1,chicken,farmed,road_04,help_02,help,-93.0
466,Witnesses saw the chicken moving away from the crash site in obvious pain. Nobody thought the situation was worth interrupting the day for.,0,chicken,farmed,road_04,dismiss_01,dismiss,-100.0
467,Witnesses saw the chicken moving away from the crash site in obvious pain. The onlookers shrugged and carried on as if nothing had happened.,0,chicken,farmed,road_04,dismiss_02,dismiss,-92.5
468,Witnesses saw the rat moving away from the crash site in obvious pain. Everyone nearby dropped what they were doing and rushed to help.,1,rat,wild,road_04,help_01,help,-87.0
469,"Witnesses saw the rat moving away from the crash site in obvious pain. The rescue team was called in immediately, and no expense was spared.",1,rat,wild,road_04,help_02,help,-93.0
470,Witnesses saw the rat moving away from the crash site in obvious pain. Nobody thought the situation was worth interrupting the day for.,0,rat,wild,road_04,dismiss_01,dismiss,-99.0
471,Witnesses saw the rat moving away from the crash site in obvious pain. The onlookers shrugged and carried on as if nothing had happened.,0,rat,wild,road_04,dismiss_02,dismiss,-91.5
472,Witnesses saw the boar moving away from the crash site in obvious pain. Everyone nearby dropped what they were doing and rushed to help.,1,boar,wild,road_04,help_01,help,-86.0
473,"Witnesses saw the boar moving away from the crash site in obvious pain. The rescue team was called in immediately, and no expense was spared.",1,boar,wild,road_04,help_02,help,-93.0
474,Witnesses saw the boar moving away from the crash site in obvious pain. Nobody thought the situation was worth interrupting the day for.,0,boar,wild,road_04,dismiss_01,dismiss,-100.0
475,Witnesses saw the boar moving away from the crash site in obvious pain. The onlookers shrugged and carried on as if nothing had happened.,0,boar,wild,road_04,dismiss_02,dismiss,-94.5
476,Witnesses saw the buffalo moving away from the crash site in obvious pain. Everyone nearby dropped what they were doing and rushed to help.,1,buffalo,wild,road_04,help_01,help,-86.0
477,"Witnesses saw the buffalo moving away from the crash site in obvious pain. The rescue team was called in immediately, and no expense was spared.",1,buffalo,wild,road_04,help_02,help,-95.5
478,Witnesses saw the buffalo moving away from the crash site in obvious pain. Nobody thought the situation was worth interrupting the day for.,0,buffalo,wild,road_04,dismiss_01,dismiss,-102.0
479,Witnesses saw the buffalo moving away from the crash site in obvious pain. The onlookers shrugged and carried on as if nothing had happened.,0,buffalo,wild,road_04,dismiss_02,dismiss,-96.5
480,The car skidded on the ice and pinned the man against the guardrail. Everyone nearby dropped what they were doing and rushed to help.,1,man,human,road_05,help_01,help,-73.0
481,"The car skidded on the ice and pinned the man against the guardrail. The rescue team was called in immediately, and no expense was spared.",1,man,human,road_05,help_02,help,-81.0
482,The car skidded on the ice and pinned the man against the guardrail. Nobody thought the situation was worth interrupting the day for.,0,man,human,road_05,dismiss_01,dismiss,-89.0
483,The car skidded on the ice and pinned the man against the guardrail. The onlookers shrugged and carried on as if nothing had happened.,0,man,human,road_05,dismiss_02,dismiss,-77.5
484,The car skidded on the ice and pinned the woman against the guardrail. Everyone nearby dropped what they were doing and rushed to help.,1,woman,human,road_05,help_01,help,-73.0
485,"The car skidded on the ice and pinned the woman against the guardrail. The rescue team was called in immediately, and no expense was spared.",1,woman,human,road_05,help_02,help,-81.0
486,The car skidded on the ice and pinned the woman against the guardrail. Nobody thought the situation was worth interrupting the day for.,0,woman,human,road_05,dismiss_01,dismiss,-89.0
487,The car skidded on the ice and pinned the woman against the guardrail. The onlookers shrugged and carried on as if nothing had happened.,0,woman,human,road_05,dismiss_02,dismiss,-78.5
488,The car skidded on the ice and pinned the child against the guardrail. Everyone nearby dropped what they were doing and rushed to help.,1,child,human,road_05,help_01,help,-74.0
489,"The car skidded on the ice and pinned the child against the guardrail. The rescue team was called in immediately, and no expense was spared.",1,child,human,road_05,help_02,help,-82.5
